taxonkey
2977819
3152706
7279653
2685524
2685383
2685580
2685318
2685361
9060190
2685552
2685683
2685308
2685527
2685654
2685619
2685400
5547677
5634252
5634223
5348711
3152634
3152614
2979180
2978547
2979331
2979454
2981001
2981303
2978269
2980690
3978854
2979488
2978750
2978466
2979506
2980425
2979474
2979699
2979778
2981101
7302727
3978207
7302728
2973176
2979641
2980514
2979091
2979775
2979000
2979057
3975725
2979494
3974955
2978552
2979375
2979105
2981071
3056733
3056623
3056375
3056259
3056042
2738443
3100364
3100375
5415455
5418629
3189835
3189866
7262960
3189846
3189870
3189883
3189837
3189855
7262942
3189848
3120223
3120333
2703427
4141675
4270451
3085168
3085175
8406100
3085172
7323683
3139534
2984895
5386744
3619546
7576345
3926898
3926850
8244887
7466729
3033668
8121969
3925507
3033681
3033674
7358931
6710373
7277127
7276938
3033665
3922014
3920874
3930629
2873769
2873807
5353870
2705723
2705725
4139637
5616625
7703757
8254182
5616598
5371705
6376106
5371704
5371473
5616556
3079985
3189693
7270667
8029223
7270822
3645039
4940354
3645005
3644958
3189694
3644863
7270769
7270770
3644780
7270761
4940350
3644500
7270690
7270682
7270820
7270821
3645000
7270801
7270802
3189692
7270767
3644681
3644603
7270720
4178324
4178252
4177960
4177658
4177466
2735548
2710499
2710511
5406695
5663154
7660235
5663140
5663122
2951846
5527888
7155887
5409371
5409461
5409255
3729010
3094604
7412206
3750161
2738434
7277921
5371711
3721362
5289788
5929172
5289796
5289784
7226879
5827616
5289792
5677944
5677942
5289789
4137936
5677844
5289790
5675455
8568905
5289793
8239089
5289786
5677687
5677679
9125897
3034620
3085014
7323370
2949307
2949235
2949102
2949168
2949291
2949366
3189806
3189815
5371825
4195638
3835111
2758889
2758930
2758946
5792227
2985035
5358300
5358291
5358290
5358281
5358293
5333366
2926406
7307327
5284426
5284442
5284400
5284401
2685081
3190125
3190123
3190121
2767031
7228099
2766846
2766819
2766865
2766822
2766552
2767123
2766605
2766505
2766660
2767027
2766899
5597755
5597349
7321377
3658919
3001956
3002117
3002003
3002121
3759249
2705196
2705200
2705195
4131225
4131139
3085368
2706465
2706490
2706501
2706526
2706541
2706506
2706457
2706444
2706438
3190653
3709036
3708775
2738639
2738701
7747216
5673288
5289579
5289582
7307280
2927080
8292939
7307111
2927078
3033965
7306109
3701897
2972915
2973135
2973197
2973196
8343428
2972983
2973046
2973031
2973167
2973160
3012037
3028198
3055543
3055371
3055490
3055402
3055471
4933396
7102475
3633432
2756106
4930679
2945091
2945092
5335670
2865103
2865100
5341257
3713174
3713136
3713122
5406269
5376075
2857779
2856860
7327017
2856494
2857738
2855790
7070103
2855793
2855791
2855611
2856745
2856307
2855802
2856261
2857294
2856878
2857746
2856891
2856690
2857455
2856348
2857498
2857071
2856370
2857449
2857921
2856244
2855860
9177060
2855719
2857616
2856337
2856301
2856540
2856297
2857601
2857305
2857132
5577818
7264964
2703273
4109235
3996070
7226594
2876213
2876105
7226596
2876469
2876460
2876196
2876167
2876187
2876550
2876176
2876528
5329963
5329867
5329904
5329899
5329888
5329860
2777855
2777537
2777789
2777738
2777196
2777273
2777724
5290087
5290090
5290081
8049140
3039494
3877387
3877300
5302311
5302225
5301973
5302164
5302216
5302041
5302199
5302068
5301979
5535765
5535759
5535748
7763937
5414411
5535581
5414410
5535557
7316743
2753786
2753717
2753676
2753675
2753719
7227521
2753779
2753743
2753768
2753733
7606014
7655198
7898455
7323675
3084923
3084949
3084939
3152520
3702484
2948605
3045014
3045111
3621276
5299303
7905507
8911082
5384400
5384364
6109534
5325855
3620808
2975852
2706201
6312790
6710836
8002952
3110634
2945821
7258961
3024052
3034182
3034183
5289845
5289843
5301584
5301661
5301779
5301668
8172268
5301623
5301632
5301710
7227380
5357388
2871408
2871520
2871533
4106003
7394232
2960161
4933084
2952802
2952803
3661100
5421190
5568963
7908525
5421368
2952823
2952808
3169305
3829613
5288789
5288818
5288812
4933534
5341198
5341201
4149521
2952174
2952214
2952165
3173179
3173178
2706112
4932044
2706099
2706086
2706107
4142337
4138947
4938911
2771077
3927993
8424417
3927817
3033277
4931481
7277489
3033266
8113737
7661838
4093666
7298601
3086504
5537879
6026462
5371808
5371822
5537846
5537813
5537807
5537806
5537749
5537742
6026372
5537667
5537546
6026259
6027415
5371818
7304518
2765833
3884461
7777217
8123894
5668965
5541503
5407527
5407547
5407100
5407069
5407095
5407193
5407165
5407571
5407091
5407123
3152493
5308604
5308583
8336107
3699245
3083508
5385604
2702936
4135365
4019317
9108110
2703346
2705975
5371746
5352466
5352367
7262663
3076436
3076438
3076674
3172001
5597304
2738044
2966796
2966794
5371879
3169816
3169790
3619922
5328593
5353578
5524063
5523984
3033196
3033188
3033191
5375020
5375024
5353828
5353762
5353824
5353757
5353769
5353813
7224956
5353788
5611514
7864725
5353830
5353793
5611457
5353848
5353790
5611422
5353826
5353781
5353838
5353827
5353761
5353773
5353785
3036990
3037060
3036875
3037015
7224336
3036897
3037033
3037021
3036958
3036972
2684973
3170442
2882803
3830318
7295683
2889831
2941605
2706312
5393103
5393080
3637043
2882572
2882580
5558066
2736545
2736531
2736600
2736580
2736565
2736590
8089871
2733994
2733946
2733997
5333832
2888485
3679063
2928692
2866903
2867313
2867360
2866950
2867087
2867316
8207569
3588540
2873991
3589079
7313609
3588727
3589659
3589512
7313567
3588911
3589647
2874020
3589520
7685450
2873979
8358388
3041018
4928072
7295249
7295244
4065217
4065129
5699852
5405938
5405914
5405934
5406004
5405976
5405982
5363627
3636537
3636366
2704505
7987633
7226918
3154909
3121319
3121446
3120648
3120753
3121505
3120755
4230571
3120942
3120826
3121695
3120878
3120857
3121258
3120713
3121431
3121335
8797511
3765205
3765081
7425575
2984565
2984572
3764756
2984566
2984564
2984571
2984576
3764123
3764099
5330580
4116816
2705964
4114066
2703041
2873947
2873956
7313620
7313595
3588678
4938920
3589285
7313629
8683730
3170241
3170266
3170270
3170247
3170305
3158040
5348220
2768995
2768799
2768551
2769019
2768701
2768367
2768795
2768772
