
Panicum miliaceum L. convar. contractum var. aureum Arnoldi & Shibaiev.
 var. subaureum
Sbn.
Panicum miliaceum L. convar. contractum var. fatyg Sireusov
Pterocarpus indicus Willd. f. echinatus (Pers.) Rojo
Pisum sativum L. convar. medullare
Syringa vulgaris L. f. alba Rehd.
Solanum acaule f. acaule
Vicia sativa L. var.immaculat
Tanacetum vulgare L. f. crispum
Z. Czern.
Alef.Alef.
 T.E.Díaz
Papaver somniferum L. subspontaneum x eurasiati
Panicum miliaceum L. convar. contractum var. atrum Körn.
Betula pendula Roth. f. tristis (Beiss.) Schneid.
var.nutans
Panicum miliaceum L. subsp. miliaceum convar. contrac Körn.
Lactuca serriola L. f. integrifolia (Gray) S.D.Prince & R.N.Carter
Bothriochloa ischaemum (L.) Keng var. ischaemum
Thuja occidentalis L. f. lutescens Hess.
Trifolium repens L. hollandicum x giganteum
Lactuca serriola L. f. integrifolia (Gray) S. D. Prince & R. N. Carter
Koern.
Panicum miliaceum L. convar. contractum var. victoria
R.E.Regel
Pisum sativum var. medullare
Pop.
Kulech.
Prunus serrulata spontanea
 F. Fernandez Gonzalez & D. Sanchez
Triticum monococcum L. var. albohornemannii Flaksb.
Pisum sativum L. subsp. sativum convar. medullare Körn.
Vicia sativa var.immaculat
Alef.
Pop.Pop.
Pisum sativum L. convar. medullare Alef. emend. C.O. Lehm.
 Scelsi & Spamp.
Tanacetum vulgare f. crispum
Panicum miliaceum L. subsp. contractum
I. Pop.
Vavilov
Festuca pratensis L.
Panicum miliaceum L. convar. contractum var. ravum Arnoldi
Panicum miliaceum L. convar. contractum var. leptoder
Panicum miliaceum L. convar. contractum var. subluteu
Apocynum venetum L. subsp. lancifolium (Russanov) ined.
Medicago sativa L. subsp. falcata x subsp. sativa (Martyn)
Trifolium repens L. var. hollandicum x giganteum
Mascherpa & Stainier
Antirrhinum majus L. var. nanum
Fragaria chiloensis (L.) Mill. f. patagonica Staudt
Stend.
Panicum miliaceum L. var. contractum Alef.
Festuca pratensis
Crataegus monogyna Jacq. f. stricta (Loud.) Nichols
Kobylyanskiy
Pisum sativum L. var. speciosum alef. Alef.
 var. sanquineum
(L)Lizg.
Fortunella hindsii (Champ.) Sw.
Orl.
Prunus cerasifera atropurpurea
Fraxinus excelsior L. var. crispa (Willd.) Lingelsh.
Panicum miliaceum L. convar. contractum var. luteum
Pinus sylvestris L. var. watereri Beiss.
 Mascherpa & Stainier
Pisum sativum L. var.axiphium Alef.
Sturt. Zhuk.
Vav.
 aureum
Panicum miliaceum L. convar. contractum var. atrocast
i. Pop.
Lactuca serriola L. f. serriola
Fragaria vesca L. f. bracteata (A. Heller) Staudt
R.E.Reg.
 Fernandez & Santos
Solanum dulcamara L. f. littorale Raab
 Btl.
Pisum sativum L. var.axiphium Makash.
Allium ampeloprasum ampeloprasum
(F.Muell. ex N.A.Wakef.) Tindale
Trifolium repens hollandicum x giganteum
Schuebl.
 subvar.ponderosum
Gleditsia triacanthos L. f. inermis (L.) C. K. Schneid.
(I. Pop.) Lyss.
 va
Pimpinella saxifraga L. var. saxifraga x dissecta
Capsicum annuum L. var. luteum Lam.
Panicum miliaceum L. convar. contractum var. subravum Arnoldi
Panicum miliaceum L. convar. contractum var. luteum Körn.
Sir.
Panicum miliaceum L. var. contractum
Vav. et  Orl.
Panicum miliaceum L. convar. contractum var. daucicum
Panicum miliaceum L. convar. contractum var. subsanguineum Körn.
 var. flavum
Beta vulgaris L. subsp. maritima x beta vulgaris l. subsp. vulgaris (L.) Arcang.
Panicum miliaceum L. convar. contractum var. album
Fragaria chiloensis (L.) Mill. f. chiloensis
Festuca arundinacea
Medicago italica
 Lowry & Frodin
Prunus serrulata fugenzo
Medicago sativa L. subsp. sativa x subsp. glomerata
Trifolium repens var. hollandicum x giganteum
Panicum miliaceum L. convar. contractum var. subatrocastaneum Arnoldi
(L) Lizg.
(K.Koch)Thell.(Coss.)Thell.
Lactuca serriola intergrifolia
Brassica oleracea L. f. longata
Allium ampeloprasum L. var. ampeloprasum
