5361918	Ficus_broadwayi
8300988	Sorbus aucuparia L. subsp. sibirica (Hedl.) Krylov
4932275	Puccinellia distans (Jacq.) Parl. subsp. limosa (Schur) Soo & Jav.
4188954	Piper_pseudonigrum
2931609	Solanum_mahoriense
6710802	Hordeum vulgare L. var. rikotense Ser.
2876028	Corylus_jacquemontii
3802860	Solanum raphanifolium C?rdenas & Hawkes
5414420	Carissa macrocarpa (Eckl.) A.DC.
2706347	Leymus angustus (Trin.) Pilg.
5289690	Setaria_nigrirostris
5658930	Vitis_aquosa
5929072	Zea mays L. subsp.indentata K?rn.
2768914	Asparagus_benguellensis
5611211	Phaseolus_neglectus
7829065	Ipomoea_pileata
2895558	Coffea_montis-sacri
4190899	Piper_atroglandulosum
4107324	Triticum_cinereum
4173549	Vaccinium_dunalianum
5534240	Ilex_euryaeformis
3001509	Malus sylvestris Miller
7313836	Camellia_flavida
3182039	Syzygium_kusukusuense
3053430	Rorippa_bonariensis
3042751	Brassica_juncea_var._laevigata
3183498	Syzygium pycnanthum Merr. & L. M. Perry
2982380	Vigna_radiata
3023745	Prunus_martrinii
2931776	Solanum_abitaguense
5284884	Picea abies 'pumila glauca'
3182431	Syzygium_lorentzianum
9085582	Mangifera_aquaea
2950907	Haematoxylum brasiletto H.Karst.
7324513	Convolvulus_microphyllus
4070421	Diospyros_longipedicellata
2930937	Solanum piurae Bitter
4070288	Diospyros_amboinensis
4924027	Rubus_amplistipulus
7305794	Piper_septuplinervium
2755168	Dioscorea_sitamiana
5347845	Pisum sativum L. subsp. sativum convar. sativum v K?rn.
9153280	Lathyrus_erhmannii
2705090	Panicum miliaceum L. Alef.
2871919	Cyrtosperma merkusii (Hassk.) Schott cyrtosperma merkusii (Hassk.) Schott
5290052	Zea mays convar. microsperma Koern.
2960332	Cajanus acutifolius (F.Muell.) Maesen
3702626	Liquidambar acalycina
6710614	Zea mays L. subsp.indurata var.vulgata K?rn.
7224221	Foeniculum vulgare Mill. subsp. vulgare var. vulgare
3119189	Helianthus_grosseratus
3801170	Solanum_asiae-mediae
2952882	Bituminaria bituminosa
5549613	Syringa reticulata (Blume) H.Hara subsp. pekinensis (Rupr.) P.S.Green & M.C.Chang
2963971	Lupinus_variicolor
2991605	Rubus_adenotrichus
5347845	Pisum_sativum_var._makasheviae
3184649	Syzygium_benguetense
6711044	Centrapalus pauciflorus (Willd.) H. Rob. subsp. nairobiensis ined.
7788567	Pyrus communis L. subsp. pyraster (L.) Cout.
4173251	Vaccinium_evanidinervium
8027550	Ipomoea_petitiana
5368508	Potentilla_gombalana
5350526	Phaseolus acutifolius A. Gray var. tenuifolius A. Gray
2768862	Asparagus_longiflorus
6309806	Vicia_sativa_subsp._angustifolia
2684878	Austrocedrus chilensis (D.Don) Pic.Serm. & Bizzarri
5365426	Potentilla_sericea
5284884	Picea abies (L.) Karst. 'glauca'
2998285	Rubus_truncifactus
5571697	Ficus_baileyana
3022958	Prunus serrulata Lindl. var. lannesiana (Carriere) Makino
8413591	Aegilops speltoides TAUSCH subsp. ligustica var. ligustica (SAVIGN.) BORNM.
3023612	Prunus_variabilis
5828307	Zea mays L. subsp. amylacea var. nivea Kuleshov & Kozhukhov
8234521	Rubus rosifolius Sm.
3021259	Prunus_stapfii
3001202	Malus_barcinonensis
4189292	Piper_crebrinerve
2931603	Solanum_anoplocladum
2705090	Panicum_miliaceum_var._subflavum_var._subcoccineu
5571563	Ficus_beccarii
4188898	Piper_pseudopopayanense
5356699	Lathyrus_komarovii
4070012	Diospyros_olen
4187942	Piper_steinbachii
2706054	Hordeum_arizonicum
2882482	Calluna vulgaris 'silver knight'
2705098	Panicum_hillmanii
4181101	Persea_liebmannii
2993004	Rubus_pugioniferus
7948425	Solanum_platense
5612487	Lathyrus_cryophilus
8485715	Vicia_jeniseensis
2889931	Tropaeolum tuberosum
7934581	Setaria_nepalense
2888754	Valeriana sitchensis Bong.
4105198	Triticum monococcum L. subsp. boeoticum convar. aegilopoides var. mayssuriani (Boiss.) Mac Key
3023529	Prunus maritima Marshall
7324174	Ipomoea_fuchsioides
2932045	Solanum_botryophorum
5350818	Rhynchosia_ramosa
2856809	Allium_bellulum
4170577	Vaccinium_monetarium
8027322	Hordeum_vulgare_convar._hexastichum_var._nudipy
2888439	Papaver somniferum L. var. candidum
2778467	Asphodelus albus Mill. subsp. occidentalis (Jord.) Z.Díaz & Valdés
7697712	Vitis_integrifolia
7411875	Nicotiana_wigandioides
3188724	Lagerstroemia speciosa
7226093	Origanum vulgare L. subsp. vulgare
2929425	Solanum_ehrenbergii
7227344	Musa balbisiana Colla var. balbisiana
4054228	Cissus_flavifolia
2876013	Corylus_sieboldiana
2706457	Agrostis nebulosa
3183746	Syzygium_rugosum
3022609	Prunus serrulata atrorubra kirin
2706056	Hordeum vulgare distichon  var. erectum
3190061	Microcitrus australis (A. Cunn. ex Mudie) Swingle
4054079	Ampelocissus_costaricensis
3832993	Citropsis gilletiana Swingle & M. Kellerm.
2932944	Capsicum annuum L.
4053458	Cissus_pseudofuliginea
2754878	Dioscorea_piauhyensis
3182088	Syzygium_bartonii
3021046	Prunus_mume
2705090	Panicum_miliaceum_var._sibiricum
2925767	Heliotropium europaeum L.
2998671	Rubus_grandiformis
3040999	Raphanus raphanistrum L. subsp. landra (Moretti ex DC.) Bonnier et Layens
7696442	Ilex_congonhinha
5612082	Lens_culinaris_subsp._microsperma_convar._europae
3023141	Prunus_canescens
3183687	Syzygium_anomalum
3190411	Ptelea trifoliata L.
3182197	Syzygium_vanderwateri
2998274	Rubus_erythrocomus
7269677	Carica_microcarpa
2991707	Rubus_henriquesii
2980425	Acacia cyclops
5365379	Potentilla_cinerea
4184884	Piper_emmerichianum
4187467	Piper_macrostachyum
3020615	Prunus kuramica (Korsh.) Kitam.
3681495	Convolvulus_buschiricus
2965287	Medicago_prostrata
5592935	Severinia buxifolia (Poir.) Ten.
2988659	Rubus_fraxinifoliolus
2999264	Rubus_buchtienii
4932724	Secale cereale L. subsp. cereale ( typus ) var.vul Koern.
5289711	Imperata_contracta
3000080	Rubus_banghamii
2929430	Solanum_sagittantherum
3022873	Prunus_hippophaeoides
3678830	Convolvulus_gossypinus
8370087	Senegalia senegal (L.) Britton var. leiorhachis (Brenan) Kyal. & Boatwr.
4212780	Lactuca_armena
4167669	Vaccinium_subdissitifolium
7299600	Nicotiana_noctiflora
5534124	Ilex_punctatilimba
5290054	Zea_perennis
4125684	Thinopyrum_scirpeum
3183015	Syzygium_pauciflorum
5350793	Rhynchosia_pulchra
7068379	Vicia_sativa_subsp._sativa_convar._cosentini
2996893	Rubus_attenuatus
5356502	Lathyrus_emodi
2925807	Heliotropium arborescens L.
2932276	Solanum_bahianum
