originalId,originalName,scientificName,key,matchType,confidence,status,rank,kingdom,phylum,class,order,family,genus,species
,"Rubus spectabilis","Rubus spectabilis Pursh","2993761","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Rubus","Rubus spectabilis"
,"Rubus spectabilis Pursh","Rubus spectabilis Pursh","2993761","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Rubus","Rubus spectabilis"
,"Rubus trivialis","Rubus trivialis Michx.","2992760","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Rubus","Rubus trivialis"
,"Rubus trivialis Michx.","Rubus trivialis Michx.","2992760","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Rubus","Rubus trivialis"
,"Rubus ulmifolius","Rubus ulmifolius Schott","2996929","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Rubus","Rubus ulmifolius"
,"Rubus ulmifolius Schott","Rubus ulmifolius Schott","2996929","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Rubus","Rubus ulmifolius"
,"Rubus ursinus","Rubus ursinus Cham. & Schltdl.","2990646","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Rubus","Rubus ursinus"
,"Rubus ursinus Cham. & Schltdl.","Rubus ursinus Cham. & Schltdl.","2990646","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Rubus","Rubus ursinus"
,"Rubus ursinus Cham. & Schltdl. subsp. macropetalus (Douglas ex Hook.) Roy L. Taylor & MacBryde","Rubus ursinus subsp. macropetalus (Dougl. ex Hook.) Taylor & MacBryde","2991752","EXACT","100","ACCEPTED","SUBSPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Rubus","Rubus ursinus"
,"Rubus wallichianus Wight & Arn.","Rubus wallichianus Wight & Arnott","2997990","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Rubus","Rubus wallichianus"
,"Rudbeckia fulgida","Rudbeckia fulgida Aiton","3114249","EXACT","97","DOUBTFUL","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Rudbeckia","Rudbeckia fulgida"
,"Rudbeckia fulgida Aiton","Rudbeckia fulgida Aiton","3114249","EXACT","100","DOUBTFUL","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Rudbeckia","Rudbeckia fulgida"
,"Rudbeckia fulgida Aiton var. fulgida","Rudbeckia fulgida var. fulgida","7344767","EXACT","98","DOUBTFUL","VARIETY","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Rudbeckia","Rudbeckia fulgida"
,"Rudbeckia fulgida Aiton var. speciosa (Wender.) Perdue","Rudbeckia fulgida var. speciosa (Wender.) Perdue","4255128","EXACT","100","DOUBTFUL","VARIETY","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Rudbeckia","Rudbeckia fulgida"
,"Rumex acetosa","Rumex acetosa L.","2888951","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Rumex","Rumex acetosa"
,"Rumex acetosa L.","Rumex acetosa L.","2888951","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Rumex","Rumex acetosa"
,"Rumex acetosa L. var. hortensis Dierb.","Rumex acetosa var. hortensis Dierb.","8066991","EXACT","100","SYNONYM","VARIETY","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Rumex","Rumex rugosus"
,"Rumex acetosella","Rumex acetosella L.","2888995","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Rumex","Rumex acetosella"
,"Rumex acetosella L.","Rumex acetosella L.","2888995","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Rumex","Rumex acetosella"
,"Rumex alpinus L.","Rumex alpinus L.","2888948","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Rumex","Rumex alpinus"
,"Rumex crispus","Rumex crispus L.","8195144","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Rumex","Rumex crispus"
,"Rumex crispus L.","Rumex crispus L.","8195144","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Rumex","Rumex crispus"
,"Rumex obtusifolius L.","Rumex obtusifolius L.","2889011","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Rumex","Rumex obtusifolius"
,"Rumex patientia L.","Rumex patientia L.","2889019","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Rumex","Rumex patientia"
,"Rumex scutatus L.","Rumex scutatus L.","2888961","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Rumex","Rumex scutatus"
,"Rumex scutatus L. subsp. induratus (Boiss. & Reut.) Nyman","Rumex scutatus subsp. induratus (Boiss. & Reuter) Nym.","7361302","EXACT","100","ACCEPTED","SUBSPECIES","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Rumex","Rumex scutatus"
,"Rumex vesicarius","Rumex vesicarius L.","2888986","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Rumex","Rumex vesicarius"
,"Ruscus aculeatus","Ruscus aculeatus L.","2769766","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Ruscus","Ruscus aculeatus"
,"Ruscus aculeatus L.","Ruscus aculeatus L.","2769766","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Asparagales","Asparagaceae","Ruscus","Ruscus aculeatus"
,"Ruta chalepensis","Ruta chalepensis L.","3190381","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Rutaceae","Ruta","Ruta chalepensis"
,"Ruta chalepensis L.","Ruta chalepensis L.","3190381","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Rutaceae","Ruta","Ruta chalepensis"
,"Ruta graveolens L.","Ruta graveolens L.","3190382","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Sapindales","Rutaceae","Ruta","Ruta graveolens"
,"Sabal causiarum (O.F. Cook) Becc.","Sabal causiarum (O.F.Cook) Becc.","2732493","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Arecales","Arecaceae","Sabal","Sabal causiarum"
,"Saccharum ravennae (L.) L.","Saccharum ravennae (L.) L.","2703919","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Saccharum","Saccharum ravennae"
,"Saccharum spontaneum L.","Saccharum spontaneum L.","2703935","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Saccharum","Saccharum spontaneum"
,"Salicornia bigelovii Torr.","Salicornia bigelovii Torr.","5383959","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","Salicornia","Salicornia bigelovii"
,"Salicornia europaea","Salicornia europaea L.","9205189","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","Salicornia","Salicornia europaea"
,"Salix alba","Salix alba L.","5372513","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Salicaceae","Salix","Salix alba"
,"Salix eriocephala Michx.","Salix eriocephala Michx.","5372614","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Salicaceae","Salix","Salix eriocephala"
,"Salsola collina Pall.","Salsola collina Pall.","3083953","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Amaranthaceae","Salsola","Salsola collina"
,"Salvadora persica","Salvadora persica L.","5580727","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Brassicales","Salvadoraceae","Salvadora","Salvadora persica"
,"Salvia fruticosa","Salvia fruticosa Mill.","6412283","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Salvia","Salvia fruticosa"
,"Salvia fruticosa Mill.","Salvia fruticosa Mill.","6412283","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Salvia","Salvia fruticosa"
,"Salvia hispanica L.","Salvia hispanica L.","2926992","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Salvia","Salvia hispanica"
,"Salvia lyrata L.","Salvia lyrata L.","2927027","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Salvia","Salvia lyrata"
,"Salvia officinalis","Salvia officinalis L.","2927004","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Salvia","Salvia officinalis"
,"Salvia officinalis L.","Salvia officinalis L.","2927004","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Salvia","Salvia officinalis"
,"Salvia pomifera L.","Salvia pomifera L.","3891602","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Salvia","Salvia pomifera"
,"Salvia sclarea","Salvia sclarea L.","2927000","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Salvia","Salvia sclarea"
,"Salvia sclarea L.","Salvia sclarea L.","2927000","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Salvia","Salvia sclarea"
,"Sambucus australis Cham. & Schltdl.","Sambucus australis Cham. & Schltdl.","3857366","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Adoxaceae","Sambucus","Sambucus australis"
,"Sambucus ebulus","Sambucus ebulus L.","2888722","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Adoxaceae","Sambucus","Sambucus ebulus"
,"Sambucus ebulus L.","Sambucus ebulus L.","2888722","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Adoxaceae","Sambucus","Sambucus ebulus"
,"Sambucus javanica Reinw. ex Blume","Sambucus javanica Reinw. ex Bl.","3856236","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Adoxaceae","Sambucus","Sambucus javanica"
,"Sambucus nigra","Sambucus nigra L.","2888728","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Adoxaceae","Sambucus","Sambucus nigra"
,"Sambucus nigra L.","Sambucus nigra L.","2888728","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Adoxaceae","Sambucus","Sambucus nigra"
,"Sambucus nigra L. subsp. canadensis (L.) Bolli","Sambucus nigra subsp. canadensis (L.) R. Bolli","3855531","EXACT","100","SYNONYM","SUBSPECIES","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Adoxaceae","Sambucus","Sambucus canadensis"
,"Sambucus nigra L. subsp. cerulea (Raf.) Bolli","Sambucus nigra subsp. cerulea (Raf.) Bolli","3855516","EXACT","100","ACCEPTED","SUBSPECIES","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Adoxaceae","Sambucus","Sambucus nigra"
,"Sambucus nigra L. subsp. nigra","Sambucus nigra subsp. nigra","7222034","EXACT","100","ACCEPTED","SUBSPECIES","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Adoxaceae","Sambucus","Sambucus nigra"
,"Sambucus racemosa","Sambucus racemosa L.","2888723","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Adoxaceae","Sambucus","Sambucus racemosa"
,"Sambucus racemosa L.","Sambucus racemosa L.","2888723","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Adoxaceae","Sambucus","Sambucus racemosa"
,"Sambucus racemosa L. subsp. pubens (Michx.) House","Sambucus racemosa subsp. pubens (Michx.) House","6369795","EXACT","100","SYNONYM","SUBSPECIES","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Adoxaceae","Sambucus","Sambucus racemosa"
,"Sambucus racemosa L. subsp. racemosa","Sambucus racemosa subsp. racemosa","7222035","EXACT","100","ACCEPTED","SUBSPECIES","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Adoxaceae","Sambucus","Sambucus racemosa"
,"Sambucus racemosa L. subsp. sibirica (Nakai) H. Hara","Sambucus racemosa subsp. sibirica (Nakai) H. Hara","4930139","EXACT","100","ACCEPTED","SUBSPECIES","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Adoxaceae","Sambucus","Sambucus racemosa"
,"Sambucus racemosa L. var. arborescens (Torr. & A. Gray) A. Gray","Sambucus racemosa var. arborescens (Torr. & A. Gray) A. Gray","6449674","EXACT","100","SYNONYM","VARIETY","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Adoxaceae","Sambucus","Sambucus racemosa"
,"Sambucus racemosa L. var. melanocarpa (A. Gray) McMinn","Sambucus racemosa var. melanocarpa (A. Gray) McMinn","3856825","EXACT","100","ACCEPTED","VARIETY","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Adoxaceae","Sambucus","Sambucus racemosa"
,"Sambucus racemosa L. var. microbotrys (Rydb.) Kearney & Peebles","Sambucus racemosa var. microbotrys (Rydb.) Kearney & Peebles","3856813","EXACT","100","SYNONYM","VARIETY","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Adoxaceae","Sambucus","Sambucus racemosa"
,"Sambucus williamsii Hance","Sambucus williamsii Hance","7272554","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Dipsacales","Adoxaceae","Sambucus","Sambucus williamsii"
,"Sanguisorba officinalis L.","Sanguisorba officinalis L.","3029627","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Sanguisorba","Sanguisorba officinalis"
,"Sanicula europaea L.","Sanicula europaea L.","6027128","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Sanicula","Sanicula europaea"
,"Santolina chamaecyparissus L.","Santolina chamaecyparissus L.","3125933","EXACT","100","DOUBTFUL","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Santolina","Santolina chamaecyparissus"
,"Sanvitalia procumbens LAM.","Sanvitalia procumbens Lam.","3104106","EXACT","100","DOUBTFUL","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Sanvitalia","Sanvitalia procumbens"
,"Saponaria officinalis L.","Saponaria officinalis L.","3085360","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Saponaria","Saponaria officinalis"
,"Saposhnikovia divaricata (Turcz.) Schischk.","Saposhnikovia divaricata (Turcz.) Schischk.","3638241","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Saposhnikovia","Saposhnikovia divaricata"
,"Sassafras albidum (Nutt.) Nees","Sassafras albidum (Nutt.) Nees","3034002","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Laurales","Lauraceae","Sassafras","Sassafras albidum"
,"Satureja hortensis L.","Satureja hortensis L.","2926885","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Satureja","Satureja hortensis"
,"Satureja montana L.","Satureja montana L.","2926884","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Satureja","Satureja montana"
,"Satureja montana L. subsp. kitaibelii (Wierzb. ex Heuff.) P.W.Ball","Satureja montana subsp. kitaibelii (Wierzb. ex Heuff.) P.W.Ball","3904653","EXACT","100","SYNONYM","SUBSPECIES","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Satureja","Satureja kitaibelii"
,"Satureja montana L. subsp. montana (Wierzb. ex Heuff.) P.W.Ball","Satureja montana subsp. montana","7309436","EXACT","100","ACCEPTED","SUBSPECIES","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Satureja","Satureja montana"
,"Sauropus androgynus","Sauropus androgynus (L.) Merr.","6109767","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Phyllanthaceae","Sauropus","Sauropus androgynus"
,"Schima wallichii Choisy","Schima wallichii Choisy","3591392","EXACT","100","SYNONYM","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Ericales","Theaceae","Schima","Schima wallichii"
,"Schisandra chinensis (Turcz.) Baill.","Schisandra chinensis (Turcz.) Baill.","7696841","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Austrobaileyales","Schisandraceae","Schisandra","Schisandra chinensis"
,"Schismus barbatus","Schismus barbatus (L.) Thell.","2704341","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Schismus","Schismus barbatus"
,"Schismus barbatus (L.) Thell.","Schismus barbatus (L.) Thell.","2704341","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Schismus","Schismus barbatus"
,"Schizachyrium scoparium","Schizachyrium scoparium (Michx.) Nash","2704432","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Schizachyrium","Schizachyrium scoparium"
,"Schizachyrium scoparium (Michx.) Nash","Schizachyrium scoparium (Michx.) Nash","2704432","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Schizachyrium","Schizachyrium scoparium"
,"Scolymus hispanicus L.","Scolymus hispanicus L.","5403742","EXACT","100","DOUBTFUL","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Scolymus","Scolymus hispanicus"
,"Scopolia carniolica Jacq.","Scopolia carniolica Jacq.","5341850","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Scopolia","Scopolia carniolica"
,"Scorzonera hispanica L.","Scorzonera hispanica L.","3110905","EXACT","100","DOUBTFUL","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Scorzonera","Scorzonera hispanica"
,"Scrophularia nodosa L.","Scrophularia nodosa L.","3170886","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Scrophulariaceae","Scrophularia","Scrophularia nodosa"
,"Scutellaria baicalensis Georgi","Scutellaria baicalensis Georgi","7309014","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Scutellaria","Scutellaria baicalensis"
,"Scutellaria lateriflora L.","Scutellaria lateriflora L.","5341325","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Scutellaria","Scutellaria lateriflora"
,"Secale cereale","Secale cereale L.","2705966","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Secale","Secale cereale"
,"Secale cereale L.","Secale cereale L.","2705966","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Secale","Secale cereale"
,"Secale cereale L. articulatum","Secale cereale L.","2705966","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Secale","Secale cereale"
,"Secale cereale L. cereale","Secale cereale L.","2705966","EXACT","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Secale","Secale cereale"
,"Secale cereale L. subsp. ancestrale","Secale cereale subsp. ancestrale Zhuk.","6312386","EXACT","99","SYNONYM","SUBSPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Secale","Secale cereale"
,"Secale cereale L. subsp. ancestrale Zhuk.","Secale cereale subsp. ancestrale Zhuk.","6312386","EXACT","100","SYNONYM","SUBSPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Secale","Secale cereale"
,"Secale cereale L. subsp. cereale","Secale cereale subsp. cereale","4932724","EXACT","100","ACCEPTED","SUBSPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Secale","Secale cereale"
,"Secale cereale L. subsp. cereale f. alternativum","Secale cereale L.","2705966","HIGHERRANK","99","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Secale","Secale cereale"
,"Secale cereale L. subsp. cereale Zhuk.","Secale cereale subsp. cereale","4932724","EXACT","100","ACCEPTED","SUBSPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Secale","Secale cereale"
,"Secale cereale L. subsp. dighoricum Vavilov","Secale cereale subsp. dighoricum Vavilov","6312389","EXACT","100","SYNONYM","SUBSPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Secale","Secale segetale"
,"Secale cereale L. subsp. segetale","Secale cereale subsp. segetale A.P. Ivanov & Yakovleva","4121472","EXACT","98","SYNONYM","SUBSPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Secale","Secale segetale"
,"Secale cereale L. subsp. segetale Zhuk.","Secale cereale subsp. segetale Zhuk.","8325863","EXACT","100","SYNONYM","SUBSPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Secale","Secale segetale"
,"Secale cereale L. subsp. vulgare Koern.","Secale cereale var. vulgare Korn.","6710847","EXACT","99","SYNONYM","VARIETY","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Secale","Secale cereale"
,"Secale cereale Linnaeus","Secale cereale L.","2705966","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Secale","Secale cereale"
,"Secale cereale subsp. cereale","Secale cereale subsp. cereale","4932724","EXACT","100","ACCEPTED","SUBSPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Secale","Secale cereale"
,"Secale cereale subsp. dighoricum","Secale cereale subsp. dighoricum Vavilov","6312389","EXACT","99","SYNONYM","SUBSPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Secale","Secale segetale"
,"Secale cereale subsp. rigidum","Secale cereale subsp. rigidum Antrop.","4932723","EXACT","99","SYNONYM","SUBSPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Secale","Secale cereale"
,"Secale strictum (C. Presl) C. Presl","Secale strictum (C.Presl) C.Presl","4121049","EXACT","100","SYNONYM","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Secale","Secale montanum"
,"Secale strictum (C. Presl) C. Presl subsp. anatolicum (Boiss.) K. Hammer","Secale strictum subsp. anatolicum (Boiss.) K.Hammer","4121080","EXACT","100","SYNONYM","SUBSPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Secale","Secale anatolicum"
,"Secale strictum (C. Presl) C. Presl subsp. kuprijanovii (Grossh.) K. Hammer","Secale strictum subsp. kuprijanovii (Grossh.) K.Hammer","4121048","EXACT","100","SYNONYM","SUBSPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Secale","Secale montanum"
,"Secale strictum (C. Presl) C. Presl subsp. strictum L.","Secale strictum subsp. strictum","6431464","EXACT","99","SYNONYM","SUBSPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Secale","Secale montanum"
,"Secale strictum (C.Presl) C.Presl subsp. anatolicum (Boiss.) K.Hammer","Secale strictum subsp. anatolicum (Boiss.) K.Hammer","4121080","EXACT","100","SYNONYM","SUBSPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Secale","Secale anatolicum"
,"Secale strictum (C.Presl) C.Presl subsp. kuprijanovii (Grossh.) K.Hammer","Secale strictum subsp. kuprijanovii (Grossh.) K.Hammer","4121048","EXACT","100","SYNONYM","SUBSPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Secale","Secale montanum"
,"Secale strictum (C.Presl) C.Presl subsp. strictum (Grossh.) K.Hammer","Secale strictum subsp. strictum","6431464","EXACT","99","SYNONYM","SUBSPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Secale","Secale montanum"
,"Sechium edule (Jacq.) Sw.","Sechium edule (Jacq.) Sw.","2874612","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Cucurbitales","Cucurbitaceae","Sechium","Sechium edule"
,"Securigera varia","Securigera varia (L.) Lassen","5350000","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Securigera","Securigera varia"
,"Securigera varia (L.) Lassen","Securigera varia (L.) Lassen","5350000","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Securigera","Securigera varia"
,"Securigera varia (L.)Lassen","Securigera varia (L.) Lassen","5350000","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Securigera","Securigera varia"
,"Sehima nervosum (Rottler) Stapf","Sehima nervosum (Rottler) Stapf","2705192","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Sehima","Sehima nervosum"
,"Sehima sulcatum (Hack.) A. Camus","Sehima sulcatum (Hack.) A.Camus","4120800","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Sehima","Sehima sulcatum"
,"Sempervivum tectorum L.","Sempervivum tectorum L.","2985949","EXACT","100","ACCEPTED","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Saxifragales","Crassulaceae","Sempervivum","Sempervivum tectorum"
,"Senecio vulgaris","Senecio vulgaris L.","3108983","EXACT","98","DOUBTFUL","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio vulgaris"
,"Senecio vulgaris L.","Senecio vulgaris L.","3108983","EXACT","100","DOUBTFUL","SPECIES","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Senecio","Senecio vulgaris"
